pairIndex,fileName,firstPolygonId,secondPolygonId,observed_division,estimated_division,classification,randomScore,threshold_op,threshold,division_timing
111,sample5_42h.json,41,47,0,1,FP,0.761784537331383,>=,0.05,-1
112,sample5_42h.json,42,45,0,0,TN,0.10707617839177574,>=,0.05,-1
113,sample5_42h.json,42,47,0,0,TN,0.6199828954105941,>=,0.05,-1
114,sample5_42h.json,42,48,0,1,FP,0.7274344183858971,>=,0.05,-1
115,sample5_42h.json,42,49,0,0,TN,0.6916078933764694,>=,0.05,-1
116,sample5_42h.json,43,47,0,0,TN,0.03138296050718259,>=,0.05,-1
117,sample5_42h.json,43,50,0,1,FP,0.9456100697760731,>=,0.05,-1
118,sample5_42h.json,44,46,0,0,TN,0.0009615505794944301,>=,0.05,-1
119,sample5_42h.json,44,51,0,0,TN,0.09568589640165093,>=,0.05,-1
120,sample5_42h.json,44,52,0,0,TN,0.218432827230996,>=,0.05,-1
121,sample5_42h.json,45,46,1,1,TP,0.6551468251849513,>=,0.05,12
122,sample5_42h.json,45,48,0,0,TN,0.5019425045781841,>=,0.05,-1
123,sample5_42h.json,46,48,0,0,TN,0.018999536564432318,>=,0.05,-1
124,sample5_42h.json,46,52,0,0,TN,0.30934070821264714,>=,0.05,-1
125,sample5_42h.json,46,53,0,0,TN,0.1984869924212309,>=,0.05,-1
126,sample5_42h.json,47,49,0,0,TN,0.6890549636514655,>=,0.05,-1
127,sample5_42h.json,47,50,1,0,FN,0.8671075966033317,>=,0.05,22
128,sample5_42h.json,48,49,1,0,FN,0.843276914465253,>=,0.05,19
129,sample5_42h.json,48,53,0,0,TN,0.14506555451697167,>=,0.05,-1
130,sample5_42h.json,48,55,0,0,TN,0.3366305827058411,>=,0.05,-1
131,sample5_42h.json,49,50,0,0,TN,0.1295781472770653,>=,0.05,-1
132,sample5_42h.json,49,54,0,1,FP,0.8563113028687052,>=,0.05,-1
133,sample5_42h.json,49,55,0,0,TN,0.8878952763566834,>=,0.05,-1
134,sample5_42h.json,51,52,1,1,TP,0.7652014480592743,>=,0.05,2
135,sample5_42h.json,52,53,0,0,TN,0.6823934746488286,>=,0.05,-1
136,sample5_42h.json,53,55,1,0,FN,0.5267646482211045,>=,0.05,22
137,sample5_42h.json,54,55,0,0,TN,0.9085358092182463,>=,0.05,-1
138,sample5_42h.json,54,56,1,0,FN,0.090737999552853,>=,0.05,2
139,sample5_42h.json,55,56,0,0,TN,0.8425353286673775,>=,0.05,-1
140,sample5_42h.json,55,57,0,0,TN,0.41577272890970673,>=,0.05,-1
141,sample5_42h.json,55,58,0,1,FP,0.636703925359457,>=,0.05,-1
142,sample5_42h.json,56,57,0,1,FP,0.6815846824300291,>=,0.05,-1
143,sample5_42h.json,57,58,0,0,TN,0.42067741989294816,>=,0.05,-1
1,sample5_72h.json,6,7,0,0,TN,0.14885215590163636,>=,0.05,-1
2,sample5_72h.json,6,9,1,1,TP,0.6858310061093167,>=,0.05,19
3,sample5_72h.json,6,10,0,0,TN,0.5065786839468318,>=,0.05,-1
4,sample5_72h.json,7,10,0,0,TN,0.45073439042680674,>=,0.05,-1
5,sample5_72h.json,7,15,0,0,TN,0.8640863222311201,>=,0.05,-1
6,sample5_72h.json,7,18,0,1,FP,0.8995031168604499,>=,0.05,-1
7,sample5_72h.json,7,20,0,0,TN,0.21437300141025317,>=,0.05,-1
8,sample5_72h.json,7,21,0,0,TN,0.467817149577925,>=,0.05,-1
9,sample5_72h.json,9,10,0,0,TN,0.17772177787071763,>=,0.05,-1
10,sample5_72h.json,9,12,0,0,TN,0.5775791742006174,>=,0.05,-1
11,sample5_72h.json,10,12,0,0,TN,0.4627785923617719,>=,0.05,-1
12,sample5_72h.json,10,18,0,0,TN,0.6994486316010482,>=,0.05,-1
13,sample5_72h.json,10,19,0,1,FP,0.9110410859616692,>=,0.05,-1
14,sample5_72h.json,10,22,0,0,TN,0.4517386346526867,>=,0.05,-1
15,sample5_72h.json,12,16,1,1,TP,0.961083580151013,>=,0.05,19
16,sample5_72h.json,12,19,0,0,TN,0.2458169804153627,>=,0.05,-1
17,sample5_72h.json,13,15,0,1,FP,0.8504710125558474,>=,0.05,-1
18,sample5_72h.json,13,17,1,0,FN,0.6158595831866492,>=,0.05,19
19,sample5_72h.json,13,25,0,0,TN,0.3535426871116508,>=,0.05,-1
20,sample5_72h.json,13,26,0,0,TN,0.0952825678082545,>=,0.05,-1
21,sample5_72h.json,15,17,0,0,TN,0.5480204245325432,>=,0.05,-1
22,sample5_72h.json,15,21,0,0,TN,0.8845025143074298,>=,0.05,-1
23,sample5_72h.json,16,19,0,0,TN,0.5163162323430206,>=,0.05,-1
24,sample5_72h.json,16,29,0,0,TN,0.21950292981931652,>=,0.05,-1
25,sample5_72h.json,16,34,0,0,TN,0.4076159258940514,>=,0.05,-1
26,sample5_72h.json,17,21,0,1,FP,0.9846281123477247,>=,0.05,-1
27,sample5_72h.json,17,26,0,0,TN,0.6977239589251931,>=,0.05,-1
28,sample5_72h.json,18,20,1,0,FN,0.8948187077319981,>=,0.05,19
29,sample5_72h.json,18,22,0,0,TN,0.003755735268023974,>=,0.05,-1
30,sample5_72h.json,19,22,1,0,FN,0.04119022023955632,>=,0.05,19
31,sample5_72h.json,19,29,0,0,TN,0.5722288946063947,>=,0.05,-1
32,sample5_72h.json,20,21,0,0,TN,0.3026201352293557,>=,0.05,-1
33,sample5_72h.json,20,22,0,1,FP,0.8155378280748037,>=,0.05,-1
34,sample5_72h.json,20,28,0,0,TN,0.6583752559746491,>=,0.05,-1
35,sample5_72h.json,21,26,0,0,TN,0.4122289850319846,>=,0.05,-1
36,sample5_72h.json,21,28,1,0,FN,0.5979982703696535,>=,0.05,19
37,sample5_72h.json,21,31,0,0,TN,0.8081677428019473,>=,0.05,-1
38,sample5_72h.json,22,28,0,0,TN,0.5573529798517033,>=,0.05,-1
39,sample5_72h.json,22,29,0,0,TN,0.061500595596778784,>=,0.05,-1
40,sample5_72h.json,22,32,0,0,TN,0.3649124074372516,>=,0.05,-1
41,sample5_72h.json,25,26,1,0,FN,0.43329583344918976,>=,0.05,19
42,sample5_72h.json,25,27,0,1,FP,0.3014139084738804,>=,0.05,-1
43,sample5_72h.json,25,38,0,0,TN,0.5623863882499714,>=,0.05,-1
44,sample5_72h.json,26,31,0,0,TN,0.7047066751610935,>=,0.05,-1
45,sample5_72h.json,26,37,0,0,TN,0.6395423514337267,>=,0.05,-1
46,sample5_72h.json,26,38,0,0,TN,0.33212055998448764,>=,0.05,-1
47,sample5_72h.json,26,43,0,1,FP,0.80708556267366,>=,0.05,-1
48,sample5_72h.json,27,36,0,0,TN,0.5734469548517698,>=,0.05,-1
49,sample5_72h.json,27,38,0,0,TN,0.49146132736619563,>=,0.05,-1
50,sample5_72h.json,28,31,0,0,TN,0.1865505537095551,>=,0.05,-1
51,sample5_72h.json,28,32,0,1,FP,0.9508555656969262,>=,0.05,-1
52,sample5_72h.json,28,37,0,0,TN,0.1407354053774451,>=,0.05,-1
53,sample5_72h.json,29,32,0,0,TN,0.326042147195882,>=,0.05,-1
54,sample5_72h.json,29,34,0,0,TN,0.6456830546952631,>=,0.05,-1
55,sample5_72h.json,29,44,0,0,TN,0.7304332317633347,>=,0.05,-1
56,sample5_72h.json,29,46,0,0,TN,0.1249365492331782,>=,0.05,-1
57,sample5_72h.json,29,49,0,1,FP,0.9196791867563292,>=,0.05,-1
58,sample5_72h.json,31,37,1,1,TP,0.9685247404805857,>=,0.05,19
59,sample5_72h.json,32,37,0,0,TN,0.8504899297613512,>=,0.05,-1
60,sample5_72h.json,32,46,1,0,FN,0.635201371339321,>=,0.05,19
61,sample5_72h.json,34,44,1,1,TP,0.5445370764782258,>=,0.05,19
62,sample5_72h.json,36,38,0,1,FP,0.9568127339447164,>=,0.05,-1
63,sample5_72h.json,36,40,0,0,TN,0.6989139071495142,>=,0.05,-1
64,sample5_72h.json,36,45,0,0,TN,0.8875061047707702,>=,0.05,-1
65,sample5_72h.json,36,52,0,0,TN,0.7003750913924863,>=,0.05,-1
66,sample5_72h.json,36,57,0,0,TN,0.015074114012348039,>=,0.05,-1
67,sample5_72h.json,37,43,0,0,TN,0.23846029723656015,>=,0.05,-1
68,sample5_72h.json,37,46,0,0,TN,0.6273705963196692,>=,0.05,-1
69,sample5_72h.json,37,54,0,0,TN,0.8388825579254803,>=,0.05,-1
70,sample5_72h.json,37,55,0,0,TN,0.7210283031513205,>=,0.05,-1
71,sample5_72h.json,38,43,0,0,TN,0.578122114661636,>=,0.05,-1
72,sample5_72h.json,38,45,1,0,FN,0.11578575509139954,>=,0.05,19
73,sample5_72h.json,39,44,0,0,TN,0.5588924927487695,>=,0.05,-1
74,sample5_72h.json,39,48,1,0,FN,0.34418242950969724,>=,0.05,19
75,sample5_72h.json,39,53,0,1,FP,0.5527508215998559,>=,0.05,-1
76,sample5_72h.json,40,42,1,1,TP,0.5300257858322416,>=,0.05,19
77,sample5_72h.json,40,57,0,0,TN,0.7858708531326054,>=,0.05,-1
78,sample5_72h.json,42,50,0,0,TN,0.86027132461308,>=,0.05,-1
79,sample5_72h.json,42,57,0,0,TN,0.0014033155414223675,>=,0.05,-1
80,sample5_72h.json,43,45,0,0,TN,0.4630954101457574,>=,0.05,-1
81,sample5_72h.json,43,52,0,0,TN,0.6842660565073679,>=,0.05,-1
82,sample5_72h.json,43,54,0,0,TN,0.35480404808945254,>=,0.05,-1
83,sample5_72h.json,43,61,0,0,TN,0.7908536385797729,>=,0.05,-1
84,sample5_72h.json,44,49,0,0,TN,0.007161774995524284,>=,0.05,-1
85,sample5_72h.json,44,53,0,0,TN,0.16486150263920452,>=,0.05,-1
86,sample5_72h.json,45,52,0,1,FP,0.5436594534086374,>=,0.05,-1
87,sample5_72h.json,46,49,0,0,TN,0.061122997896802866,>=,0.05,-1
88,sample5_72h.json,46,55,0,0,TN,0.670000589969159,>=,0.05,-1
89,sample5_72h.json,46,59,0,0,TN,0.9224077563987088,>=,0.05,-1
90,sample5_72h.json,46,62,0,1,FP,0.8342909538269845,>=,0.05,-1
91,sample5_72h.json,48,53,0,0,TN,0.7000707530727052,>=,0.05,-1
92,sample5_72h.json,48,60,0,1,FP,0.9136671288556202,>=,0.05,-1
93,sample5_72h.json,48,63,0,0,TN,0.7227664448400314,>=,0.05,-1
94,sample5_72h.json,48,64,0,0,TN,0.6979722306176538,>=,0.05,-1
95,sample5_72h.json,49,53,0,0,TN,0.003459327725212513,>=,0.05,-1
96,sample5_72h.json,49,62,0,0,TN,0.19027286539594168,>=,0.05,-1
97,sample5_72h.json,49,65,1,0,FN,0.6747926156872968,>=,0.05,21
98,sample5_72h.json,49,68,0,0,TN,0.786763162208204,>=,0.05,-1
99,sample5_72h.json,50,57,1,0,FN,0.9670102842244155,>=,0.05,19
100,sample5_72h.json,50,58,0,1,FP,0.7799898585862336,>=,0.05,-1
101,sample5_72h.json,52,57,0,0,TN,0.2675802163215173,>=,0.05,-1
102,sample5_72h.json,52,61,0,0,TN,0.35639197092475905,>=,0.05,-1
103,sample5_72h.json,52,67,1,0,FN,0.7975937386406637,>=,0.05,21
104,sample5_72h.json,53,60,1,0,FN,0.5334585963180015,>=,0.05,19
105,sample5_72h.json,53,65,0,0,TN,0.2400457824170501,>=,0.05,-1
106,sample5_72h.json,54,55,1,1,TP,0.3319968442263237,>=,0.05,19
107,sample5_72h.json,54,59,0,0,TN,0.3445731498990333,>=,0.05,-1
108,sample5_72h.json,54,61,0,0,TN,0.47185816100439726,>=,0.05,-1
109,sample5_72h.json,55,59,0,0,TN,0.9855505528966626,>=,0.05,-1
110,sample5_72h.json,57,58,0,0,TN,0.3713590164621974,>=,0.05,-1
111,sample5_72h.json,57,67,0,0,TN,0.2698350640956262,>=,0.05,-1
112,sample5_72h.json,57,76,0,0,TN,0.39189194508008973,>=,0.05,-1
113,sample5_72h.json,57,82,0,1,FP,0.810572560419245,>=,0.05,-1
114,sample5_72h.json,58,76,0,0,TN,0.07725035547346937,>=,0.05,-1
115,sample5_72h.json,59,61,0,0,TN,0.7531422419391649,>=,0.05,-1
116,sample5_72h.json,59,62,0,0,TN,0.8960229053136237,>=,0.05,-1
117,sample5_72h.json,59,69,0,0,TN,0.32721181296291235,>=,0.05,-1
118,sample5_72h.json,59,71,0,1,FP,0.9502719261429357,>=,0.05,-1
119,sample5_72h.json,60,63,0,0,TN,0.8957910974109374,>=,0.05,-1
120,sample5_72h.json,60,65,0,0,TN,0.9740616795786774,>=,0.05,-1
121,sample5_72h.json,61,67,0,1,FP,0.961263250974819,>=,0.05,-1
122,sample5_72h.json,61,69,1,0,FN,0.31689044806973987,>=,0.05,19
123,sample5_72h.json,62,68,1,0,FN,0.9382386487098066,>=,0.05,19
124,sample5_72h.json,62,71,0,0,TN,0.21146926313713588,>=,0.05,-1
125,sample5_72h.json,62,73,0,0,TN,0.6226542696475603,>=,0.05,-1
126,sample5_72h.json,63,64,0,0,TN,0.5983762816921075,>=,0.05,-1
127,sample5_72h.json,63,65,0,0,TN,0.27922305206246634,>=,0.05,-1
128,sample5_72h.json,63,74,1,1,TP,0.8269416289627771,>=,0.05,19
129,sample5_72h.json,63,75,0,0,TN,0.07431842880298822,>=,0.05,-1
130,sample5_72h.json,64,72,1,1,TP,0.9208043027740977,>=,0.05,19
131,sample5_72h.json,64,74,0,0,TN,0.0975449128850776,>=,0.05,-1
132,sample5_72h.json,65,68,0,1,FP,0.9293555798838141,>=,0.05,-1
133,sample5_72h.json,65,75,0,0,TN,0.07149189887211971,>=,0.05,-1
134,sample5_72h.json,65,77,0,0,TN,0.7329119088727301,>=,0.05,-1
135,sample5_72h.json,67,69,0,0,TN,0.14789156645160617,>=,0.05,-1
136,sample5_72h.json,67,79,0,0,TN,0.1238279232675531,>=,0.05,-1
137,sample5_72h.json,67,82,0,0,TN,0.34809004909540564,>=,0.05,-1
138,sample5_72h.json,67,85,0,0,TN,0.11250216945520564,>=,0.05,-1
139,sample5_72h.json,68,73,0,0,TN,0.03171656424779623,>=,0.05,-1
140,sample5_72h.json,68,77,0,0,TN,0.10300662182047693,>=,0.05,-1
141,sample5_72h.json,68,83,0,0,TN,0.08371303532839447,>=,0.05,-1
142,sample5_72h.json,69,71,0,0,TN,0.9297756204575562,>=,0.05,-1
143,sample5_72h.json,69,78,0,1,FP,0.9453492347956389,>=,0.05,-1
144,sample5_72h.json,69,79,0,0,TN,0.23097422372543364,>=,0.05,-1
145,sample5_72h.json,71,73,0,0,TN,0.653436217157367,>=,0.05,-1
146,sample5_72h.json,71,78,1,0,FN,0.07637935625547432,>=,0.05,19
147,sample5_72h.json,72,74,0,0,TN,0.45317852237058254,>=,0.05,-1
148,sample5_72h.json,72,80,0,0,TN,0.61144602136997,>=,0.05,-1
149,sample5_72h.json,73,78,0,0,TN,0.7998887092427001,>=,0.05,-1
150,sample5_72h.json,73,83,1,1,TP,0.8895118425851913,>=,0.05,19
151,sample5_72h.json,74,75,0,0,TN,0.08460553869846232,>=,0.05,-1
152,sample5_72h.json,74,80,0,0,TN,0.5356317581328558,>=,0.05,-1
153,sample5_72h.json,74,87,0,0,TN,0.8089225849978205,>=,0.05,-1
154,sample5_72h.json,74,92,0,0,TN,0.2576657246161531,>=,0.05,-1
155,sample5_72h.json,75,77,0,0,TN,0.2196970012966143,>=,0.05,-1
156,sample5_72h.json,75,87,1,1,TP,0.9741748629256699,>=,0.05,19
157,sample5_72h.json,75,88,0,0,TN,0.6969595971981151,>=,0.05,-1
158,sample5_72h.json,76,82,1,0,FN,0.1612821824010956,>=,0.05,19
159,sample5_72h.json,76,91,0,0,TN,0.2032761305064571,>=,0.05,-1
160,sample5_72h.json,77,83,0,0,TN,0.5964769605616945,>=,0.05,-1
161,sample5_72h.json,77,88,1,1,TP,0.7830120528717094,>=,0.05,19
162,sample5_72h.json,77,90,0,0,TN,0.9532477473479277,>=,0.05,-1
163,sample5_72h.json,78,79,0,0,TN,0.5579332273852641,>=,0.05,-1
164,sample5_72h.json,78,83,0,0,TN,0.24572785843239953,>=,0.05,-1
165,sample5_72h.json,78,89,0,0,TN,0.2518122298883997,>=,0.05,-1
166,sample5_72h.json,79,85,0,0,TN,0.9892331019570658,>=,0.05,-1
167,sample5_72h.json,79,89,1,1,TP,0.9000288807339442,>=,0.05,19
168,sample5_72h.json,79,94,0,0,TN,0.5591245345389062,>=,0.05,-1
169,sample5_72h.json,80,84,1,1,TP,0.49355751643285417,>=,0.05,19
170,sample5_72h.json,80,92,0,0,TN,0.19312012099407372,>=,0.05,-1
171,sample5_72h.json,82,85,0,0,TN,0.45574767669815663,>=,0.05,-1
172,sample5_72h.json,82,91,0,0,TN,0.7174120308769408,>=,0.05,-1
173,sample5_72h.json,82,93,0,0,TN,0.22182787546815175,>=,0.05,-1
174,sample5_72h.json,83,89,0,0,TN,0.34856725436804026,>=,0.05,-1
175,sample5_72h.json,83,90,0,0,TN,0.33721900262601257,>=,0.05,-1
176,sample5_72h.json,83,96,0,0,TN,0.05776449538615924,>=,0.05,-1
177,sample5_72h.json,84,92,0,0,TN,0.6587467833478277,>=,0.05,-1
178,sample5_72h.json,84,98,0,0,TN,0.22048577809802228,>=,0.05,-1
179,sample5_72h.json,85,93,0,0,TN,0.9067747021056464,>=,0.05,-1
180,sample5_72h.json,85,94,1,1,TP,0.9879198037605277,>=,0.05,19
181,sample5_72h.json,87,88,0,0,TN,0.04686582785642679,>=,0.05,-1
182,sample5_72h.json,87,92,0,0,TN,0.8092708305921756,>=,0.05,-1
183,sample5_72h.json,87,97,0,0,TN,0.28917781872879955,>=,0.05,-1
184,sample5_72h.json,87,165,0,0,TN,0.5132147117688344,>=,0.05,-1
185,sample5_72h.json,88,90,0,0,TN,0.713380311967267,>=,0.05,-1
186,sample5_72h.json,88,165,0,0,TN,0.6937715069515128,>=,0.05,-1
187,sample5_72h.json,89,94,0,0,TN,0.6533635331403662,>=,0.05,-1
188,sample5_72h.json,89,96,0,0,TN,0.24257810200027285,>=,0.05,-1
189,sample5_72h.json,89,99,0,0,TN,0.035847006725383546,>=,0.05,-1
190,sample5_72h.json,90,96,0,0,TN,0.8367327032767707,>=,0.05,-1
191,sample5_72h.json,90,163,0,0,TN,0.38413959545202403,>=,0.05,-1
192,sample5_72h.json,90,165,0,1,FP,0.8659460340772891,>=,0.05,-1
193,sample5_72h.json,91,93,0,1,FP,0.6919123541377202,>=,0.05,-1
194,sample5_72h.json,91,109,0,0,TN,0.338436974789327,>=,0.05,-1
195,sample5_72h.json,91,116,0,0,TN,0.3198860112258015,>=,0.05,-1
196,sample5_72h.json,91,117,0,0,TN,0.42137084660287594,>=,0.05,-1
197,sample5_72h.json,92,97,0,0,TN,0.6170627569578528,>=,0.05,-1
198,sample5_72h.json,92,98,0,1,FP,0.5545252729895171,>=,0.05,-1
199,sample5_72h.json,92,101,1,0,FN,0.7703688339082221,>=,0.05,19
200,sample5_72h.json,93,94,0,0,TN,0.793405923726557,>=,0.05,-1
201,sample5_72h.json,93,105,0,0,TN,0.3202748341878131,>=,0.05,-1
202,sample5_72h.json,93,109,1,0,FN,0.27417444887501885,>=,0.05,19
203,sample5_72h.json,94,99,0,0,TN,0.5133155809087967,>=,0.05,-1
204,sample5_72h.json,94,105,0,0,TN,0.21005693756916322,>=,0.05,-1
205,sample5_72h.json,94,106,0,0,TN,0.4953417143647385,>=,0.05,-1
206,sample5_72h.json,96,99,0,1,FP,0.5489301662893771,>=,0.05,-1
207,sample5_72h.json,96,102,0,0,TN,0.21082386863115166,>=,0.05,-1
208,sample5_72h.json,96,111,0,0,TN,0.5886815221791775,>=,0.05,-1
209,sample5_72h.json,96,163,1,0,FN,0.6413531334457638,>=,0.05,25
210,sample5_72h.json,97,101,0,0,TN,0.11371126954786126,>=,0.05,-1
211,sample5_72h.json,97,108,1,0,FN,0.8251771895170334,>=,0.05,19
212,sample5_72h.json,97,164,0,1,FP,0.4694244980501514,>=,0.05,-1
213,sample5_72h.json,97,165,0,0,TN,0.3616517474422407,>=,0.05,-1
214,sample5_72h.json,98,101,0,0,TN,0.5581299677439113,>=,0.05,-1
215,sample5_72h.json,98,118,0,0,TN,0.11538812977881774,>=,0.05,-1
216,sample5_72h.json,99,102,1,0,FN,0.4985958945213316,>=,0.05,19
217,sample5_72h.json,99,106,0,0,TN,0.1069724002564455,>=,0.05,-1
218,sample5_72h.json,101,108,0,0,TN,0.10025838303285561,>=,0.05,-1
219,sample5_72h.json,101,115,0,1,FP,0.8953880734318826,>=,0.05,-1
220,sample5_72h.json,101,118,0,0,TN,0.5879190119416864,>=,0.05,-1
221,sample5_72h.json,102,106,0,1,FP,0.7404397102412225,>=,0.05,-1
222,sample5_72h.json,102,110,0,0,TN,0.14935419375169157,>=,0.05,-1
223,sample5_72h.json,102,111,0,0,TN,0.05751866026939845,>=,0.05,-1
224,sample5_72h.json,105,106,0,0,TN,0.46137867092874396,>=,0.05,-1
225,sample5_72h.json,105,109,0,0,TN,0.30986605994127836,>=,0.05,-1
226,sample5_72h.json,105,110,0,0,TN,0.08403801035747649,>=,0.05,-1
227,sample5_72h.json,105,120,1,0,FN,0.17405830710668224,>=,0.05,19
228,sample5_72h.json,105,121,0,1,FP,0.5910979421640998,>=,0.05,-1
229,sample5_72h.json,106,110,1,0,FN,0.07760529281550688,>=,0.05,19
230,sample5_72h.json,107,108,0,1,FP,0.9424668365695249,>=,0.05,-1
231,sample5_72h.json,107,112,0,0,TN,0.010870747633565103,>=,0.05,-1
232,sample5_72h.json,107,113,0,0,TN,0.3668863949845227,>=,0.05,-1
233,sample5_72h.json,107,163,0,0,TN,0.40828737852221075,>=,0.05,-1
234,sample5_72h.json,107,164,0,0,TN,0.19490978345658416,>=,0.05,-1
235,sample5_72h.json,108,113,0,0,TN,0.7094310620448988,>=,0.05,-1
236,sample5_72h.json,108,115,0,0,TN,0.9520585160986801,>=,0.05,-1
237,sample5_72h.json,108,164,0,0,TN,0.328432222127479,>=,0.05,-1
238,sample5_72h.json,109,117,0,0,TN,0.07976792105014707,>=,0.05,-1
239,sample5_72h.json,109,121,0,0,TN,0.297584725537709,>=,0.05,-1
240,sample5_72h.json,110,111,0,0,TN,0.1300663052051202,>=,0.05,-1
241,sample5_72h.json,110,119,0,1,FP,0.8481563481794242,>=,0.05,-1
242,sample5_72h.json,110,120,0,0,TN,0.28643452112758316,>=,0.05,-1
243,sample5_72h.json,110,122,0,0,TN,0.6011756096201861,>=,0.05,-1
244,sample5_72h.json,111,112,1,0,FN,0.2558520351151199,>=,0.05,31
245,sample5_72h.json,111,119,0,0,TN,0.037850608817358244,>=,0.05,-1
246,sample5_72h.json,111,124,0,0,TN,0.5215383014303295,>=,0.05,-1
247,sample5_72h.json,111,163,0,1,FP,0.75884848678842,>=,0.05,-1
248,sample5_72h.json,112,113,0,1,FP,0.8429517044355521,>=,0.05,-1
249,sample5_72h.json,112,124,0,0,TN,0.30001225598306247,>=,0.05,-1
250,sample5_72h.json,112,125,0,0,TN,0.07316250705600369,>=,0.05,-1
251,sample5_72h.json,112,163,0,0,TN,0.26316225765249956,>=,0.05,-1
252,sample5_72h.json,113,115,0,0,TN,0.4823094604629139,>=,0.05,-1
253,sample5_72h.json,113,123,1,0,FN,0.8965476735669945,>=,0.05,19
254,sample5_72h.json,113,125,0,0,TN,0.8284463772231399,>=,0.05,-1
255,sample5_72h.json,115,118,1,0,FN,0.18328234930913756,>=,0.05,19
256,sample5_72h.json,115,123,0,0,TN,0.5476534866927806,>=,0.05,-1
257,sample5_72h.json,115,127,0,0,TN,0.5586710085227373,>=,0.05,-1
258,sample5_72h.json,116,117,1,1,TP,0.38351283766418753,>=,0.05,19
259,sample5_72h.json,117,121,0,0,TN,0.5797622742250643,>=,0.05,-1
260,sample5_72h.json,118,126,0,0,TN,0.9315309656243032,>=,0.05,-1
261,sample5_72h.json,118,127,0,0,TN,0.10698732443664083,>=,0.05,-1
262,sample5_72h.json,118,128,0,1,FP,0.9390724379833321,>=,0.05,-1
263,sample5_72h.json,119,122,1,0,FN,0.5369790520551089,>=,0.05,19
264,sample5_72h.json,119,124,0,0,TN,0.7238165890730807,>=,0.05,-1
265,sample5_72h.json,119,131,0,0,TN,0.3511430492986868,>=,0.05,-1
266,sample5_72h.json,120,121,0,0,TN,0.04870551176163529,>=,0.05,-1
267,sample5_72h.json,120,122,0,0,TN,0.20287977078695207,>=,0.05,-1
268,sample5_72h.json,120,130,0,0,TN,0.18497828742517664,>=,0.05,-1
269,sample5_72h.json,120,132,0,0,TN,0.4855583602638359,>=,0.05,-1
270,sample5_72h.json,121,132,0,0,TN,0.4835689433647943,>=,0.05,-1
271,sample5_72h.json,122,130,0,0,TN,0.6158312208285949,>=,0.05,-1
272,sample5_72h.json,122,131,0,1,FP,0.5422921929704889,>=,0.05,-1
273,sample5_72h.json,123,125,0,0,TN,0.8979168932237347,>=,0.05,-1
274,sample5_72h.json,123,127,0,1,FP,0.8239216563201397,>=,0.05,-1
275,sample5_72h.json,124,125,0,1,FP,0.8344524747695624,>=,0.05,-1
276,sample5_72h.json,124,131,0,0,TN,0.6345273902329175,>=,0.05,-1
277,sample5_72h.json,124,133,1,0,FN,0.9684008466044959,>=,0.05,19
278,sample5_72h.json,125,127,0,0,TN,0.9923359704089633,>=,0.05,-1
279,sample5_72h.json,125,133,0,0,TN,0.001944921167131075,>=,0.05,-1
280,sample5_72h.json,125,138,0,0,TN,0.5007182472054874,>=,0.05,-1
281,sample5_72h.json,125,145,0,0,TN,0.17797173416166878,>=,0.05,-1
282,sample5_72h.json,126,128,0,0,TN,0.9234874934982676,>=,0.05,-1
283,sample5_72h.json,126,134,0,0,TN,0.2524184074400523,>=,0.05,-1
284,sample5_72h.json,126,135,0,1,FP,0.8320257601853109,>=,0.05,-1
285,sample5_72h.json,127,128,1,0,FN,0.3944584540206991,>=,0.05,31
286,sample5_72h.json,127,138,0,0,TN,0.06968723693219048,>=,0.05,-1
287,sample5_72h.json,128,135,0,0,TN,0.4401499204662024,>=,0.05,-1
288,sample5_72h.json,128,138,0,0,TN,0.6669134458837368,>=,0.05,-1
289,sample5_72h.json,128,139,0,0,TN,0.6250804353883888,>=,0.05,-1
290,sample5_72h.json,128,144,0,0,TN,0.5036608666346665,>=,0.05,-1
291,sample5_72h.json,130,131,0,0,TN,0.1681318326510125,>=,0.05,-1
292,sample5_72h.json,130,132,0,1,FP,0.9899053825008444,>=,0.05,-1
293,sample5_72h.json,130,136,0,0,TN,0.6754426334049864,>=,0.05,-1
294,sample5_72h.json,130,137,0,0,TN,0.6778016321909861,>=,0.05,-1
295,sample5_72h.json,130,146,0,0,TN,0.16100437484391306,>=,0.05,-1
296,sample5_72h.json,130,148,0,0,TN,0.8715764380859595,>=,0.05,-1
297,sample5_72h.json,131,133,0,0,TN,0.22693820883891724,>=,0.05,-1
298,sample5_72h.json,131,137,1,0,FN,0.5171675784546903,>=,0.05,19
299,sample5_72h.json,131,140,0,0,TN,0.06089304150194863,>=,0.05,-1
300,sample5_72h.json,131,141,0,0,TN,0.6287080660400716,>=,0.05,-1
301,sample5_72h.json,132,136,1,0,FN,0.6727716784275841,>=,0.05,19
302,sample5_72h.json,133,140,0,0,TN,0.8891737945036332,>=,0.05,-1
303,sample5_72h.json,133,145,0,0,TN,0.7037772620363232,>=,0.05,-1
304,sample5_72h.json,133,147,0,1,FP,0.834925668237415,>=,0.05,-1
305,sample5_72h.json,134,135,0,0,TN,0.3229485027015311,>=,0.05,-1
306,sample5_72h.json,134,142,1,1,TP,0.937076387668386,>=,0.05,19
307,sample5_72h.json,135,139,0,0,TN,0.19551697442706573,>=,0.05,-1
308,sample5_72h.json,135,142,0,0,TN,0.02133611245608369,>=,0.05,-1
